obs_id,recorded_time,modified_time,object,event,rising,sidereal,pole
84,1796-07-29 09:06:57.000,,S,v,TRUE,FALSE,
84,1796-07-29 09:07:18.000,,S,h,TRUE,FALSE,
84,1796-07-29 09:08:40.000,,t_I,v,TRUE,FALSE,
84,1796-07-29 09:09:17.000,,t_I,h,TRUE,FALSE,
84,1796-07-29 09:10:13.000,,S,h,TRUE,FALSE,
84,1796-07-29 09:10:30.000,,S,v,TRUE,FALSE,
85,1796-07-30 07:56:22.000,,S,v,TRUE,FALSE,
85,1796-07-30 07:57:00.000,,S,h,TRUE,FALSE,
85,1796-07-30 07:57:32.000,,t_H,v,TRUE,FALSE,
85,1796-07-30 07:57:57.000,,t_H,h,TRUE,FALSE,
85,1796-07-30 07:58:01.000,,t_I,v,TRUE,FALSE,
